X,"[448, 465]","[440, 448]","[445, 448]","[448, 445]","[450, 465]","[463, 475]","[436, 343]","[436, 344]","[437, 343]","[428, 472]","[448, 465]","[440, 448]","[445, 448]","[448, 445]","[450, 465]","[448, 465]","[440, 448]","[448, 445]","[445, 448]","[450, 465]","[463, 475]","[436, 343]","[436, 344]","[437, 343]","[428, 472]"
"('amdcpu', 'amdgpu')",-5.06541841354e+20,-5.07125915537e+20,-5.09068279862e+20,-5.09068279862e+20,-5.23164531165e+20,-4.43692818964e+20,-2.94614100118e+20,-2.68722373044e+20,-2.87766726014e+20,-4.56771000943e+20,-5.06541841354e+20,-5.07125915537e+20,-5.09068279862e+20,-5.09068279862e+20,-5.23164531165e+20,-5.06541841354e+20,-5.07125915537e+20,-5.09068279862e+20,-5.09068279862e+20,-5.23164531165e+20,-4.43692818964e+20,-2.94614100118e+20,-2.68722373044e+20,-2.87766726014e+20,-4.56771000943e+20
"('amdcpu', 'intel')",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
"('amdcpu', 'nvidia')",0.0,34359738368.0,68719476736.0,34359738368.0,0.0,171798691840.0,-171798691840.0,-171798691840.0,-171798691840.0,-171798691840.0,0.0,34359738368.0,68719476736.0,34359738368.0,0.0,0.0,34359738368.0,34359738368.0,68719476736.0,0.0,171798691840.0,-171798691840.0,-171798691840.0,-171798691840.0,-171798691840.0
"('amdgpu', 'intel')",5.06541841354e+20,5.07125915537e+20,5.09068279862e+20,5.09068279862e+20,5.23164531165e+20,4.43692818964e+20,2.94614100118e+20,2.68722373044e+20,2.87766726014e+20,4.56771000943e+20,5.06541841354e+20,5.07125915537e+20,5.09068279862e+20,5.09068279862e+20,5.23164531165e+20,5.06541841354e+20,5.07125915537e+20,5.09068279862e+20,5.09068279862e+20,5.23164531165e+20,4.43692818964e+20,2.94614100118e+20,2.68722373044e+20,2.87766726014e+20,4.56771000943e+20
"('amdgpu', 'nvidia')",5.06541841354e+20,5.07125915571e+20,5.09068279931e+20,5.09068279896e+20,5.23164531165e+20,4.43692819136e+20,2.94614099946e+20,2.68722372872e+20,2.87766725842e+20,4.56771000771e+20,5.06541841354e+20,5.07125915571e+20,5.09068279931e+20,5.09068279896e+20,5.23164531165e+20,5.06541841354e+20,5.07125915571e+20,5.09068279896e+20,5.09068279931e+20,5.23164531165e+20,4.43692819136e+20,2.94614099946e+20,2.68722372872e+20,2.87766725842e+20,4.56771000771e+20
"('intel', 'nvidia')",0.0,34359738368.0,68719476736.0,34359738368.0,0.0,171798691840.0,-171798691840.0,-171798691840.0,-171798691840.0,-171798691840.0,0.0,34359738368.0,68719476736.0,34359738368.0,0.0,0.0,34359738368.0,34359738368.0,68719476736.0,0.0,171798691840.0,-171798691840.0,-171798691840.0,-171798691840.0,-171798691840.0
