-6.595960399881005287e+01,2.608684600144624710e+01,6.397925699874758720e+01,0.000000000000000000e+00
-5.895425377994775772e+03,8.728802516317367554e+04,5.650507205992937088e+03,0.000000000000000000e+00
2.885859999805688858e-01,2.377660000056494027e-01,8.108190000057220459e-01,0.000000000000000000e+00
1.789500482998788357e+03,1.728863366998732090e+03,4.346728010000661016e+02,0.000000000000000000e+00
-1.075800000035087578e-02,9.650000001784064807e-04,-5.019999999603896867e-03,0.000000000000000000e+00
-7.109999999954652594e-04,-2.601000000026942871e-03,-8.569999999963329174e-04,0.000000000000000000e+00
-1.030000000028508111e-04,3.110000000106083462e-03,5.000000001587068255e-06,0.000000000000000000e+00
4.220719999866560102e-01,2.416799999991781078e-02,3.569539999998596613e-01,0.000000000000000000e+00
-2.999999999975244691e-05,-3.599999999970293629e-05,-3.099999999989222488e-05,0.000000000000000000e+00
9.894751809082031250e+05,8.895309861297607422e+05,1.103358152910232544e+06,0.000000000000000000e+00
-3.808999000000767410e+00,3.845413000043481588e+01,-3.050084900017827749e+01,0.000000000000000000e+00
1.021179999997912091e-01,-3.986090000016702106e-01,-3.062609999997221166e-01,0.000000000000000000e+00
6.057000000055268174e-03,1.532899999995152029e-02,5.603999999948428012e-03,0.000000000000000000e+00
2.000000000002000178e-06,-5.000000000032756020e-06,0.000000000000000000e+00,0.000000000000000000e+00
7.204955900087952614e+01,1.376226030001416802e+02,1.953209270015358925e+02,0.000000000000000000e+00
-3.667968000285327435e+00,1.307429997250437737e-01,5.596435000188648701e+00,0.000000000000000000e+00
6.000999999997702616e-03,-5.286999999952968210e-03,5.399000000011255906e-03,0.000000000000000000e+00
1.443784539997577667e+02,1.217653549984097481e+02,6.645960900001227856e+01,0.000000000000000000e+00
-7.288595999591052532e+00,-3.659092800000507850e+01,6.005056799948215485e+01,0.000000000000000000e+00
5.199999999661031325e-05,4.400000000082116003e-05,6.100000000230920705e-05,0.000000000000000000e+00
1.835276999976485968e+00,-5.443079999997280538e+00,1.649747899989597499e+01,0.000000000000000000e+00
1.513369999993301462e-01,1.655400000004192407e-02,1.069879999995464459e-01,0.000000000000000000e+00
3.373653999995440245e+01,-5.090260999975726008e+00,-6.230469999997876585e+01,0.000000000000000000e+00
-1.519100000007256313e-02,4.705770000000484288e-01,-3.709620000008726493e-01,0.000000000000000000e+00
-7.000000000090267349e-06,9.400000000070463102e-05,5.700000000175009518e-05,0.000000000000000000e+00
3.065636199997970834e+01,2.310358170010149479e+02,-1.134085029996931553e+02,0.000000000000000000e+00
1.951294999977108091e+00,2.149814000003971159e+00,-1.882154999999329448e+00,0.000000000000000000e+00
5.009000000086416549e-03,1.089000000007445124e-03,9.770000000060008460e-04,0.000000000000000000e+00
-1.500999999996111001e-02,-2.551400000004377944e-02,-1.701400000001740409e-02,0.000000000000000000e+00
-1.170899999999619467e-02,6.196999999974650564e-02,9.068000000297615770e-03,0.000000000000000000e+00
1.040000000003260539e-04,-6.560000000064292180e-04,-3.130000000020061179e-04,0.000000000000000000e+00
4.191999999989093340e-03,3.809999999987212504e-03,-2.061999999796171323e-03,0.000000000000000000e+00
-4.003110000048764050e-01,-9.642200000052980613e-02,-7.774199999767006375e-02,0.000000000000000000e+00
3.799999999998249223e-05,1.470000000054483280e-04,8.000000000407681000e-05,0.000000000000000000e+00
-9.194000000206870027e-03,-8.465999999316409230e-03,-1.735499999995226972e-02,0.000000000000000000e+00
1.336700000001656008e-02,-8.004099999743630178e-02,3.386200000022654422e-02,0.000000000000000000e+00
-5.607074799994006753e+01,-7.612640300020575523e+01,-3.088430000002517772e-01,0.000000000000000000e+00
6.700000000012806822e-04,-6.209999999953197403e-04,-4.999999999881765689e-04,0.000000000000000000e+00
4.225006000138819218e+00,1.453914000012446195e+00,-2.662485999986529350e+00,0.000000000000000000e+00
1.757500000007894414e-02,2.606000000014319085e-03,2.011900000024979818e-02,0.000000000000000000e+00
3.299999999839542397e-05,1.999999999924284566e-05,-7.000000000001449507e-05,0.000000000000000000e+00
5.348439999943366274e-01,4.834850000042933971e-01,1.958449999983713496e-01,0.000000000000000000e+00
-1.130460000003949972e-01,2.218729999985953327e-01,3.712099999984275200e-02,0.000000000000000000e+00
4.990000000013594672e-04,1.339999999999008651e-03,5.779999999973028935e-04,0.000000000000000000e+00
-1.019199999996089900e-02,-4.895000000033178367e-03,3.369600000041828025e-02,0.000000000000000000e+00
-2.106583002650000000e+10,-3.166439378800000000e+10,8.255966913125000000e+09,0.000000000000000000e+00
1.906981999985873699e+00,-2.104509999975562096e+00,6.227599999874655623e-02,0.000000000000000000e+00
3.560899999865796417e-02,2.968999999939114787e-02,-5.748599999787984416e-02,0.000000000000000000e+00
-4.973100000006525079e-02,-7.899999999949613994e-05,7.710799999949813355e-02,0.000000000000000000e+00
